user_question_title,user_question_body
No Ellie Office Hours today,"<p>Hi everyone,</p>
<p></p>
<p>I will not be holding office hours today. Instead, I will be available all day (from 11am to 5pm) on Wednesday (1/6). I will be available for normal office hours in between individual project group meetings. </p>
<p></p>
<p>I will be at a student conference today (several of your classmates and TAs are presenting, check out their awesome work! <a href=""http://www.mascsll.org/2016/posters"">http://www.mascsll.org/2016/posters</a>) but will be on email. If you have questions or need help today, please post to piazza and I will do my best to answer quickly.</p>"
# of projects to review,"<p>Hello,</p>
<p></p>
<p>How many projects are we supposed to review for the peer grading due tomorrow?</p>
<p>The form only has 3 projects, but I was emailed with 6 projects</p>"
Python on Windows,"<p>I downloaded the newest version of Python (3.5) on Windows but when I go to the command prompt and type in &#34;python --version&#34; as the instructions require, I get a response saying &#34; &#39;python&#39; is not recognized as an internal or external command, operable program or batch file.&#34; However, I am able to open the Python application with no issue. What might be the issue here? Thanks for the help!</p>"
Accuracy of rule based classifier,"<p>After testing a bunch of words in the rule based classifier, we saw that using only a few words gave us the highest accuracy of .94572. Is this a high enough accuracy?</p>
<p></p>
<p>Adding other words just lowered the accuracy so we aren&#39;t sure if we should continue given the fact we arent using a lot of words. We tried but most individual words we added had pretty low accuracies alone. Here is the snippet and the uncommented code is the one that we are using.</p>
<p></p>
<p>Just want to make sure being drawing out the tree and adding to the decision tree classifier, thanks!</p>
<p></p>
<pre>		# if &#34;gun&#34; in text : prediction = &#39;1&#39;
		# if &#34;shooting&#34; in text : prediction = &#39;1&#39;
		# if &#34;shot&#34; in text : prediction = &#39;1&#39;
		# if &#34;killed&#34; in text : prediction = &#39;1&#39;
		# if &#34;violence&#34; in text : prediction = &#39;1&#39;
		# if &#34;murder&#34; in text : prediction = &#39;1&#39;
		# if &#34;crime&#34; in text : prediction = &#39;1&#39;
		# if &#34;sentence&#34; in text : prediction = &#39;1&#39;
		# if &#34;death&#34; in text : prediction = &#39;1&#39;
		# if &#34;gun&#34; and  &#34;shooting&#34; in text : prediction = &#39;1&#39;
		# if &#34;firearm&#34; in text : prediction = &#39;1&#39;
		# if &#34;weapon&#34; in text : prediction = &#39;1&#39;
		# if &#34;shooting&#34; in text and &#34;missile&#34; not in text : prediction = &#39;1&#39;
		# if &#34;gun&#34; in text and &#34;violence&#34; in text : prediction = &#39;1&#39;
		# if &#34;shooting&#34; in text and &#34;policy&#34; not in text and &#34;ball&#34; not in text and &#34;missile&#34; not in text : prediction = &#39;1&#39;
		# if &#34;firearm&#34; in text and &#34;shooting&#34; in text : prediction = &#39;1&#39;
		#if &#34;shooter&#34; in text and &#34;shooting&#34; in text : prediction = &#39;1&#39;
		if &#34;shooting&#34; in text and &#34;basketball&#34; not in text and &#34;policy&#34; not in text and &#39;missile&#39; not in text:
			prediction = &#39;1&#39;
		elif &#34;gun&#34; in text and &#34;shot&#34; in text and &#34;roses&#34; not in text:
			prediction = &#39;1&#39;</pre>
<p></p>"
Office Hours Time Change,"<p>Hi Everyone, </p>
<p></p>
<p>I am shifting my office hours today. Instead of being from 12-2, They will be from 3:30-4:50. I am sorry for the short notice. Since I am also shortening by 40 minutes, I will be happy to set up video chat meetings on Sunday if you need help (I live in NY so cannot schedule in-person OH over the weekend). Please email me if you want to schedule virtual office hours with me Sunday. </p>
<p></p>
<p>Best!</p>
<p>Ellie</p>"
peer Review Video Score,"i just received my score for the peer review for company profile and was told that there was no ranking but, i resubmittef my form for each company after i realized that there was no ranking? Were you able to find it??"
Urllib vs urllib2,"<p>I can&#39;t use urllib2 because I&#39;m using Python 3- so I imported urllib instead. I now get the following errors:</p>
<pre>TypeError: the JSON object must be str, not &#39;bytes&#39;  </pre>
<p>on the line</p>
<pre>response[&#39;text&#39;].encode(&#39;ascii&#39;, &#39;ignore&#39;).split(&#39;\n&#39;)</pre>
<p></p>
<p></p>
<p>This happens after I fix another TypeError,</p>
<pre>TypeError: the JSON object must be str, not &#39;bytes&#39;</pre>
<p>on the line</p>
<pre>response = json.loads(text.read())</pre>
<p></p>
<p></p>
<p>I can fix both by adding a &#34;.decode(&#39;ascii&#39;)&#34; to text.read() and removing the encode bit of the first line to make it</p>
<pre>response[&#39;text&#39;].encode(&#39;ascii&#39;, &#39;ignore&#39;).split(&#39;\n&#39;)</pre>
<p><br />Is this fine? My text comes out with occasional &#34;AE&#34; characters (ya know, with the A and E combined), which just look funny.</p>
<p></p>
<p>The code did, however, compile well, and the text is 99% perfect. </p>"
Ellie&#39;s office hours are in Levine 5th floor bump space,<p>(Not 614). </p>
Decision Tree Where Conditions Are Not Dependent On One Another,"<p>Hi, I looked over the chapter on decision trees and I am still a tad confused about how they work.</p>
<p></p>
<p>For my rule-based classifier, I used the following format:</p>
<p>if &#34;word1&#34; in text : decision = 1</p>
<p>if &#34;word2&#34; in text : decision = 1</p>
<p>... (rest of decision = 1 words)</p>
<p>if &#34;word10&#34; in text : decision = 0</p>
<p>if &#34;word11&#34; in text : decision = 0</p>
<p></p>
<p>I am still a bit confused about how a decision tree would work for this when the conditions are not interrelated</p>
<p></p>
<p>Would the tree look like this?</p>
<p></p>
<p>    w1  -------|            (and so on for w2, w3, etc)</p>
<p>   /    \           |                 </p>
<p>w10   w11     |                   </p>
<p>|           |       yes</p>
<p>no        no</p>"
Office hours in the courtyard,"<p>It&#39;s a nice day, so I&#39;m holding my office hours (Wed 3-5) in the Levine Courtyard.  Come hang out.</p>
<p></p>"
Having difficulties scraping links using Gun Violence Archive,"<p>I modified python_crawler.py in two places: 1) I made the domain <a href=""http://www.gunviolencearchive.org/"">http://www.gunviolencearchive.org/</a> 2) I changed the range to 1,10 and changed the link. </p>
<p></p>
<p>The terminal prints: </p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=1/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=2/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=3/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=4/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=5/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=6/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=7/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=8/</p>
<p>Crawling from page http://www.gunviolencearchive.org/last-72-hours?page=9/</p>
<p></p>
<p>However, the links are not showing up in gun_report_url.txt </p>
<p></p>
<p>Any insight as to why this might be?</p>"
Kendall Tau calculation error,"I&#39;m trying to calculate Tau using the following snippet of code:

<pre> tau = scipy.stats.kendalltau(rating1, rating2) </pre>

but I get the following error: 

<pre> TypeError: merge sort not available for item 0 </pre>

Is there any way to fix this?"
Laptop Crashing and file recovery,<p>My laptop has crashed but the assignment was saved online. Is there anyway I can access it from another laptop?</p>
late days,Are we allowed to use late days on the first part of the final project (the homework due Friday)?
get_clean_text.py,"<p>This has been running on my computer overnight and still nothing has happened. When I run on biglab, it says &#34;httplib.IncompleteRead: IncompleteRead(1563 bytes read)&#34;. Any ideas?</p>
<p></p>
<p></p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>"
Example for Number 6,<p>Can you give an example of what the matrix should look like and what the vector list should look like? I am very confused as to what is supposed to be in them and what a label is.</p>
Accuracy of Training Data,"<p>To my understanding, the training data says that</p>
<pre>according to afp on thursday, the judge of the high-profile george zimmerman case, who was accused of shooting 17-year-old trayvon martin, ruled that the jury can consider the lesser charge of manslaughter when deliberating. the lesser charge of manslaughter against mr. zimmerman will be considered in addition to the second-degree murder charge he is facing. for mr. zimmerman to be convicted of second-degree murder, the jury must determine that he acted with spite, malice or ill will without regard for human life in the shooting death last year of trayvon martin. manslaughter has a lower threshold for prosecutors to prove and is defined in florida as the unlawful killing of a human being without malice including the result of an accident or other act in which the person does not have the mental state to commit a murder. closing arguments are underway today, july 11th. trayvon martin is dead because george zimmerman &#34;tracked&#34; and then shot trayvon martin instead of waiting for police to arrive, prosecutor bernie de la rionda told the jury at zimmerman&#39;s murder trial. de la rionda, presenting the prosecution&#39;s closing argument, accused zimmerman of taking the law into his own hands during their february 2012 confrontation. the defense team, scheduled to close friday, has maintained that trayvon, 17, was the aggressor and that zimmerman, 29, shot him in self-defense. like what youve read? subscribe to receive (spam free) email notifications for top news articles. emily sutherlin is also the pregnancy examiner. got something to say? say it on examiner by following this link to sign up.</pre>
<p></p>
<p>does not relate to gun violence. However, I think that it does. Should we assume that there are errors like this throughout the training data? Am I not understanding something?</p>
<p></p>
<p>Thanks!</p>"
Crowdsourcing in New York legislation - should phones be decryptable by law enforcement?,"<p>Article <a href=""http://www.zdnet.com/article/new-york-to-ban-encrypted-iphone-android-devices-what-you-can-do/"" target=""_blank"">here</a></p>
<p>This could be an interesting topic for this week&#39;s homework or just a cool way to think about how crowdsourcing could be used to govern heterogeneous, large populations. </p>"
